#name, A, B
NODE_0000000, 0.999996074400859, 3.925599141048034e-06
NODE_0010898, 0.9999999896603128, 1.0339687225540884e-08
EPI_ISL_30713|181803|A/Missouri/02/2009|C1|2009-05-01, 1.0, 0.0
NODE_0000002, 0.9999994879212152, 5.120787847898851e-07
EPI_ISL_31165|183139|A/Florida/09/2009|C1|2009-05-01, 1.0, 0.0
EPI_ISL_31575|184373|A/Oklahoma/03/2009|C2|2009-05-01, 1.0, 0.0
NODE_0001280, 0.9999999999977838, 2.216314844058603e-12
EPI_ISL_31564|184340|A/Delaware/07/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30173|179422|A/New_York/3099/2009||2009-04-29, 1.0, 0.0
EPI_ISL_31563|184337|A/Delaware/06/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000019, 0.9999999994931903, 5.068097877314246e-10
EPI_ISL_30105|179150|A/New_Jersey/02/2009|C1|2009-04-01, 1.0, 0.0
NODE_0000004, 0.9999999995089826, 4.910173717611327e-10
NODE_0000007, 0.9999999999980218, 1.978191625206159e-12
EPI_ISL_30498|180599|A/Delaware/05/2009|E2|2009-04-28, 1.0, 0.0
EPI_ISL_30726|181833|A/Delaware/08/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000008, 0.999999999991342, 8.657848199562028e-12
NODE_0000009, 0.9999999999967658, 3.2342778523332045e-12
NODE_0000011, 0.9999999999995398, 4.600870016007613e-13
EPI_ISL_30061|178984|A/New_York/1682/2009||2009-04-27, 1.0, 0.0
EPI_ISL_30134|179251|A/Delaware/04/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000012, 0.9999999999995398, 4.600870016007613e-13
EPI_ISL_30103|179144|A/New_Hampshire/02/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30686|181677|A/New_York/3183/2009||2009-04-28, 1.0, 0.0
NODE_0000013, 0.9999999999967654, 3.2346396474198175e-12
NODE_0000014, 0.9999999999995398, 4.600870075582401e-13
EPI_ISL_30098|179118|A/Delaware/02/2009|E1|2009-04-28, 1.0, 0.0
EPI_ISL_30099|179121|A/Delaware/03/2009|E1|2009-04-28, 1.0, 0.0
NODE_0000015, 0.9999999999964144, 3.585629970736101e-12
EPI_ISL_30136|179510|A/District_of_Columbia/03/2009|C1|2009-04-27, 1.0, 0.0
NODE_0000016, 0.9999999999920761, 7.923935650387843e-12
EPI_ISL_30135|179509|A/District_of_Columbia/02/2009|C1|2009-04-29, 1.0, 0.0
NODE_0000017, 0.9999999999995398, 4.601642235900132e-13
EPI_ISL_30101|179134|A/Maryland/05/2009|C1|2009-04-29, 1.0, 0.0
EPI_ISL_30971|182769|A/New_York/3100/2009||2009-04-30, 1.0, 0.0
NODE_0001266, 0.9999983319607183, 1.668039281864471e-06
NODE_0001267, 0.9999954103126932, 4.589687306853519e-06
EPI_ISL_33940|190799|A/San_Antonio/PR923/2009|MDCK2|2009-04-23, 1.0, 0.0
NODE_0000040, 0.9999998263840154, 1.7361598464854156e-07
EPI_ISL_33939|190791|A/San_Antonio/PR922/2009|MDCK2|2009-04-15, 1.0, 0.0
NODE_0000041, 0.9999999924537081, 7.54629197234009e-09
EPI_ISL_30717|181815|A/Texas/11/2009|E2|2009-04-23, 1.0, 0.0
NODE_0000042, 0.9999999613999063, 3.8600093637271255e-08
EPI_ISL_30114|179175|A/North_Carolina/05/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000020, 0.9999999998819699, 1.180300524495665e-10
NODE_0000022, 0.999999999999538, 4.619772798372171e-13
EPI_ISL_29578|177302|A/Texas/04/2009|X|2009-04-14, 1.0, 0.0
EPI_ISL_33938|190783|A/San_Antonio/PR921/2009|MDCK2|2009-04-14, 1.0, 0.0
NODE_0000023, 0.9999999999953775, 4.6225258358907756e-12
EPI_ISL_30510|180626|A/Texas/04/2009|X/E2|2009-04-14, 1.0, 0.0
NODE_0000025, 0.999999999969839, 3.016110289335855e-11
EPI_ISL_29581|176515|A/Texas/05/2009|ORIGINAL|2009-04-15, 1.0, 0.0
NODE_0000030, 0.9999999999446308, 5.5369106841708967e-11
NODE_0000031, 0.9999999999988481, 1.151720492423209e-12
EPI_ISL_30156|179320|A/Texas/08/2009|E2|2009-04-24, 0.9999999999999999, 0.0
EPI_ISL_30724|181829|A/Texas/10/2009|E2|2009-04-23, 0.9999999999999999, 0.0
NODE_0000032, 0.9999999999966205, 3.3795335005478826e-12
NODE_0000034, 0.9999999999995399, 4.600893934448124e-13
EPI_ISL_29746|177424|A/Texas/06/2009|C1|2009-04-23, 1.0, 0.0
EPI_ISL_29960|178425|A/Kansas/02/2009|C1|2009-04-24, 1.0, 0.0
NODE_0000035, 0.9999999999964144, 3.5856485627621797e-12
EPI_ISL_30192|179568|A/Texas/12/2009|C2|2009-04-24, 1.0, 0.0
NODE_0000036, 0.999999999992076, 7.923935650812248e-12
EPI_ISL_29952|178375|A/Texas/09/2009|C1|2009-04-25, 1.0, 0.0
NODE_0000037, 0.9999999999995398, 4.601642235900202e-13
EPI_ISL_30506|180618|A/Oklahoma/01/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30117|179189|A/Texas/22/2009|C1|2009-04-26, 1.0, 0.0
NODE_0001254, 0.9999999999937822, 6.21788618395783e-12
NODE_0001240, 0.9999999999996678, 3.3217127527093953e-13
EPI_ISL_328761|1305759|A/Homo_sapiens/USA/10/2015||2015-05-05, 1.0, 0.0
EPI_ISL_188970|617674|A/California/07-JRO10/2009|Egg_3+MDCK_2|2009-04-09, 0.9999999999999999, 0.0
NODE_0001247, 0.9999999648118272, 3.51881729327295e-08
EPI_ISL_223466|768934|A/California/SWL7/2009|E6|2009-04-09, 1.0, 0.0
NODE_0000068, 0.9999999789896362, 2.101036382558743e-08
EPI_ISL_4070999|1902518|A/California/X179A/2009||2009-06-01, 1.0, 0.0
EPI_ISL_188969|617662|A/California/07-JRO09/2009|Egg_2+MDCK_2|2009-04-09, 0.9999999999999999, 0.0
NODE_0001249, 0.9999999992469375, 7.530625709594011e-10
VDL|A/swine/USA/14020/2017|H1N1|HA|swine|2017-02-28, 0.0, 1.0
EPI_ISL_502734|1775496|A/USA/P10_HA/2018||2018-01-01, 0.9999999999999999, 0.0
EPI_ISL_29618|178457|A/California/04/2009|C2|2009-04-01, 1.0, 0.0
NODE_0000070, 0.999998798401154, 1.2015988460938941e-06
VDL|A/swine/USA/12574/2012|Unsubtypable|HA|swine|2012-04-06, 0.0, 0.9999999999999999
EPI_ISL_31574|184369|A/Pennsylvania/09/2009|C1|2009-04-30, 1.0, 0.0
NODE_0000071, 0.9999957793329708, 4.220667029220382e-06
VDL|A/swine/USA/15102/2012|H1N2|HA|swine|2012-04-25, 0.0, 1.0
NODE_0000072, 0.9999999987984302, 1.2015698419175719e-09
EPI_ISL_188981|617648|A/California/07-JRO08/2009|Egg_1+MDCK_2|2009-04-09, 1.0, 0.0
NODE_0000073, 0.9999999999966991, 3.3009652930414573e-12
NODE_0000074, 0.9999999999995398, 4.60088099705794e-13
EPI_ISL_31553|177294|A/California/07/2009|C1|2009-04-09, 1.0, 0.0
EPI_ISL_188968|617633|A/California/07-JRO03/2009|MDCK_4|2009-04-09, 1.0, 0.0
NODE_0000075, 0.9999999999995398, 4.60088099705794e-13
EPI_ISL_29621|185382|A/California/08/2009|C1|2009-04-09, 1.0, 0.0
EPI_ISL_188967|617718|A/California/07-JRO02/2009|MDCK_3|2009-04-09, 1.0, 0.0
NODE_0001287, 0.9999999996677768, 3.322233326622372e-10
NODE_0001294, 0.9999964544494381, 3.5455505618104522e-06
EPI_ISL_80194|282895|A/Silver_Spring/WRAIRSP510P2/2009|MDCK2|2009-06-18, 1.0, 0.0
EPI_ISL_80196|282911|A/Silver_Spring/WRAIRSP510P3/2009|MDCK3|2009-06-18, 1.0, 0.0
NODE_0001310, 0.9999984436115408, 1.5563884591803513e-06
EPI_ISL_80198|282927|A/San_Diego/WR1625P/2009|MDCK2|2009-06-12, 1.0, 0.0
EPI_ISL_80197|282919|A/San_Diego/WR1624P/2009|MDCK2|2009-06-13, 1.0, 0.0
NODE_0001320, 0.9999949385503095, 5.061449690539331e-06
EPI_ISL_87622|308429|A/Chicago/WRAIR1690P/2009|MDCK2|2009-10-14, 1.0, 0.0
NODE_0001321, 0.9999999999820218, 1.7978245411752573e-11
EPI_ISL_75134|258630|A/District_of_Columbia/INS114/2009|P0|2009-11-04, 1.0, 0.0
EPI_ISL_71282|246812|A/New_York/6607/2009|P0|2009-11-24, 1.0, 0.0
EPI_ISL_74120|254738|A/California/VRDL84/2009|P0|2009-10-09, 1.0, 0.0
NODE_0000380, 0.9999999253515753, 7.464842473501585e-08
EPI_ISL_70779|245572|A/San_Diego/INS35/2009||2009-10-26, 1.0, 0.0
NODE_0000169, 0.9999999827975242, 1.720247577861235e-08
EPI_ISL_76712|270415|A/California/VRDL107/2009|P0|2009-11-15, 1.0, 0.0
NODE_0000171, 0.9999999852910748, 1.4708925154034626e-08
EPI_ISL_76905|271459|A/Pensacola/INS213/2009|P0|2009-11-17, 1.0, 0.0
NODE_0000172, 0.999999996695118, 3.3048820227869967e-09
NODE_0001324, 0.9999999937110268, 6.288973250813743e-09
EPI_ISL_76720|270479|A/California/VRDL115/2009|P0|2009-12-04, 1.0, 0.0
EPI_ISL_71959|250026|A/Maryland/04/2010|C1|2010-02-08, 0.9999999999999999, 0.0
NODE_0000175, 0.9999999998021655, 1.97834481622072e-10
EPI_ISL_74146|254946|A/New_York/6939/2009|P0|2009-12-11, 1.0, 0.0
NODE_0000176, 0.9999999999814241, 1.8575929913755446e-11
EPI_ISL_75122|258534|A/California/VRDL87/2009|P0|2009-10-09, 1.0, 0.0
NODE_0000177, 0.9999999996653958, 3.346042250076419e-10
EPI_ISL_71494|247705|A/New_York/5447/2009||2009-10-23, 1.0, 0.0
EPI_ISL_75116|258486|A/California/VRDL101/2009|P0|2009-11-05, 0.9999999999999999, 0.0
NODE_0000059, 0.9999997299560358, 2.700439641506088e-07
EPI_ISL_61296|212745|A/New_York/3577/2009||2009-05-19, 1.0, 0.0
NODE_0000067, 0.9999999919943454, 8.005654520004314e-09
NODE_0001295, 0.9999999979935763, 2.0064236592968133e-09
EPI_ISL_62677|218986|A/Wisconsin/629-D02263/2009|P0|2009-06-12, 1.0, 0.0
EPI_ISL_62642|218706|A/Wisconsin/629-D00724/2009|P0|2009-06-01, 0.9999999999999999, 0.0
NODE_0000079, 0.9999999986880114, 1.3119887136820607e-09
NODE_0001315, 0.9999998353934723, 1.6460652770348086e-07
EPI_ISL_32026|221160|A/South_Carolina/13/2009|C2|2009-05-01, 1.0, 0.0
NODE_0000160, 0.9999999999328965, 6.710355882393888e-11
NODE_0000161, 0.9999999999995389, 4.611387015629099e-13
EPI_ISL_29958|178414|A/South_Carolina/09/2009|C1|2009-04-26, 1.0, 0.0
EPI_ISL_30698|181751|A/South_Carolina/10/2009|E2|2009-04-26, 1.0, 0.0
NODE_0000162, 0.999999999995386, 4.614024023349122e-12
EPI_ISL_30706|194197|A/Missouri/01/2009|C1|2009-04-27, 0.9999999999999999, 0.0
NODE_0000163, 0.9999999999837579, 1.624224451813675e-11
EPI_ISL_30719|181820|A/South_Dakota/05/2009|C1|2009-04-30, 1.0, 0.0
NODE_0000164, 0.9999999997399867, 2.6001335519518543e-10
EPI_ISL_61312|212873|A/New_York/3709/2009||2009-05-28, 1.0, 0.0
NODE_0000165, 0.9999999999995356, 4.643152399935188e-13
EPI_ISL_30712|181800|A/Missouri/03/2009|C1|2009-05-04, 1.0, 0.0
EPI_ISL_31171|194158|A/Idaho/03/2009|C1|2009-05-05, 1.0, 0.0
NODE_0000394, 0.9999999419094736, 5.8090526357232825e-08
EPI_ISL_60800|211429|A/Illinois/10/2009|C4|2009-07-31, 1.0, 0.0
NODE_0000540, 0.9999999341440308, 6.585596914654206e-08
EPI_ISL_32016|185390|A/California/19/2009|C1|2009-04-30, 1.0, 0.0
NODE_0000544, 0.9999999391750533, 6.082494673875031e-08
NODE_0001297, 1.0, 4.603932803012139e-19
EPI_ISL_63950|224136|A/Houston/10H/2009|harvest-Rh1|2009-05-13, 1.0, 0.0
EPI_ISL_63949|224128|A/Houston/10OS/2009||2009-05-13, 1.0, 0.0
EPI_ISL_62455|217455|A/Houston/1OS/2009||2009-05-13, 1.0, 0.0
NODE_0000179, 0.9999999998451051, 1.5489494586316224e-10
NODE_0000182, 0.9999999999824111, 1.758887852700265e-11
NODE_0000183, 0.9999999999995396, 4.603233708342417e-13
EPI_ISL_63948|224120|A/Houston/9H/2009|harvest-Rh1|2009-05-21, 1.0, 0.0
EPI_ISL_62457|217471|A/Houston/9OS/2009||2009-05-21, 1.0, 0.0
NODE_0000185, 0.9999999999995396, 4.603233708342417e-13
EPI_ISL_63946|224104|A/Houston/7OS/2009||2009-05-21, 1.0, 0.0
EPI_ISL_63947|224112|A/Houston/7H/2009|harvest-Rh1|2009-05-21, 1.0, 0.0
NODE_0000187, 0.9999999999913726, 8.627592888525231e-12
NODE_0000188, 0.9999999999967657, 3.234276160968484e-12
NODE_0000190, 0.9999999999995398, 4.600870015729106e-13
EPI_ISL_63939|224048|A/Houston/2OS/2009||2009-05-18, 1.0, 0.0
EPI_ISL_63943|224080|A/Houston/5H/2009|harvest-Rh1|2009-05-19, 1.0, 0.0
NODE_0000191, 0.9999999999995398, 4.600870015729106e-13
EPI_ISL_63944|224088|A/Houston/6OS/2009||2009-05-20, 1.0, 0.0
EPI_ISL_63945|224096|A/Houston/6H/2009|harvest-Rh1|2009-05-20, 1.0, 0.0
NODE_0000192, 0.9999999999967657, 3.234276160968484e-12
NODE_0000193, 0.9999999999995398, 4.600870015729106e-13
EPI_ISL_62456|217463|A/Houston/2H/2009|harvest-Rh1|2009-05-18, 1.0, 0.0
EPI_ISL_63942|224072|A/Houston/5OS/2009||2009-05-19, 1.0, 0.0
NODE_0000194, 0.9999999999995398, 4.600870015729106e-13
EPI_ISL_63940|224056|A/Houston/3OS/2009||2009-05-18, 1.0, 0.0
EPI_ISL_63941|224064|A/Houston/3H/2009|harvest-Rh1|2009-05-18, 1.0, 0.0
NODE_0000562, 0.9999999599400997, 4.0059900312397554e-08
NODE_0001313, 0.9999999990062034, 9.937966103705474e-10
EPI_ISL_62625|218570|A/Wisconsin/629-D00022/2009|P0|2009-06-02, 1.0, 0.0
