#name, A, B
NODE_0000000, 0.9999956439242003, 4.3560757997461815e-06
NODE_0000834, 0.9999999857551714, 1.4244828577667698e-08
EPI_ISL_30713|181803|A/Missouri/02/2009|C1|2009-05-01, 1.0, 0.0
NODE_0000002, 0.9999994150512305, 5.849487694258545e-07
EPI_ISL_31165|183139|A/Florida/09/2009|C1|2009-05-01, 1.0, 0.0
EPI_ISL_31575|184373|A/Oklahoma/03/2009|C2|2009-05-01, 1.0, 0.0
NODE_0000837, 0.9999999999970657, 2.93443551084174e-12
EPI_ISL_31564|184340|A/Delaware/07/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_31563|184337|A/Delaware/06/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30173|179422|A/New_York/3099/2009||2009-04-29, 1.0, 0.0
NODE_0000043, 0.999999999435987, 5.640130205025446e-10
EPI_ISL_30105|179150|A/New_Jersey/02/2009|C1|2009-04-01, 1.0, 0.0
NODE_0000005, 0.9999999994753497, 5.246503761417702e-10
NODE_0000007, 0.9999999999978902, 2.1096712426031383e-12
EPI_ISL_30498|180599|A/Delaware/05/2009|E2|2009-04-28, 0.9999999999999999, 0.0
EPI_ISL_30726|181833|A/Delaware/08/2009|C1|2009-04-28, 0.9999999999999999, 0.0
NODE_0000008, 0.9999999999907037, 9.296341089741371e-12
NODE_0000011, 0.9999999999965159, 3.4840518529890666e-12
NODE_0000013, 0.9999999999995081, 4.91841621642294e-13
EPI_ISL_30098|179118|A/Delaware/02/2009|E1|2009-04-28, 1.0, 0.0
EPI_ISL_30134|179251|A/Delaware/04/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000014, 0.9999999999995081, 4.91841621642294e-13
EPI_ISL_30136|179510|A/District_of_Columbia/03/2009|C1|2009-04-27, 1.0, 0.0
EPI_ISL_30061|178984|A/New_York/1682/2009||2009-04-27, 1.0, 0.0
NODE_0000016, 0.9999999999965155, 3.4844564923833927e-12
NODE_0000018, 0.9999999999995082, 4.918416285704106e-13
EPI_ISL_30686|181677|A/New_York/3183/2009||2009-04-28, 1.0, 0.0
EPI_ISL_30099|179121|A/Delaware/03/2009|E1|2009-04-28, 1.0, 0.0
NODE_0000019, 0.9999999999961718, 3.8281164242495255e-12
EPI_ISL_30103|179144|A/New_Hampshire/02/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000020, 0.999999999991502, 8.498018657445604e-12
EPI_ISL_30135|179509|A/District_of_Columbia/02/2009|C1|2009-04-29, 1.0, 0.0
NODE_0000021, 0.9999999999995081, 4.919274693044154e-13
EPI_ISL_30101|179134|A/Maryland/05/2009|C1|2009-04-29, 1.0, 0.0
EPI_ISL_30971|182769|A/New_York/3100/2009||2009-04-30, 1.0, 0.0
NODE_0010898, 0.9999981416840218, 1.858315978195278e-06
NODE_0000824, 0.9999939028866633, 6.097113336588782e-06
EPI_ISL_33940|190799|A/San_Antonio/PR923/2009|MDCK2|2009-04-23, 1.0, 0.0
NODE_0000070, 0.9999997991782624, 2.008217375396067e-07
EPI_ISL_33939|190791|A/San_Antonio/PR922/2009|MDCK2|2009-04-15, 0.9999999999999999, 0.0
NODE_0000079, 0.9999999918558423, 8.144157737902004e-09
EPI_ISL_30717|181815|A/Texas/11/2009|E2|2009-04-23, 0.9999999999999999, 0.0
NODE_0000154, 0.9999999587354091, 4.1264590767179863e-08
EPI_ISL_30114|179175|A/North_Carolina/05/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000024, 0.9999999998729576, 1.270422750339769e-10
NODE_0000026, 0.999999999999506, 4.939571491297365e-13
EPI_ISL_29578|177302|A/Texas/04/2009|X|2009-04-14, 1.0, 0.0
EPI_ISL_33938|190783|A/San_Antonio/PR921/2009|MDCK2|2009-04-14, 1.0, 0.0
NODE_0000029, 0.9999999999950575, 4.9424067342418615e-12
EPI_ISL_30510|180626|A/Texas/04/2009|X/E2|2009-04-14, 0.9999999999999999, 0.0
NODE_0000030, 0.9999999999676382, 3.2361845164594735e-11
EPI_ISL_29581|176515|A/Texas/05/2009|ORIGINAL|2009-04-15, 1.0, 0.0
NODE_0000033, 0.9999999999441559, 5.5844165134199164e-11
NODE_0000035, 0.999999999998801, 1.1990545647847418e-12
EPI_ISL_30156|179320|A/Texas/08/2009|E2|2009-04-24, 1.0, 0.0
EPI_ISL_30724|181829|A/Texas/10/2009|E2|2009-04-23, 1.0, 0.0
NODE_0000037, 0.9999999999965128, 3.487190799412357e-12
NODE_0000038, 0.9999999999995081, 4.918416753864096e-13
EPI_ISL_29960|178425|A/Kansas/02/2009|C1|2009-04-24, 1.0, 0.0
EPI_ISL_30192|179568|A/Texas/12/2009|C2|2009-04-24, 1.0, 0.0
NODE_0000039, 0.999999999996172, 3.828116788586897e-12
EPI_ISL_29746|177424|A/Texas/06/2009|C1|2009-04-23, 1.0, 0.0
NODE_0000040, 0.999999999991502, 8.49801865745438e-12
EPI_ISL_29952|178375|A/Texas/09/2009|C1|2009-04-25, 1.0, 0.0
NODE_0000041, 0.9999999999995081, 4.919274693044155e-13
EPI_ISL_30117|179189|A/Texas/22/2009|C1|2009-04-26, 1.0, 0.0
EPI_ISL_30506|180618|A/Oklahoma/01/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000809, 0.9999999766917849, 2.330821523637356e-08
NODE_0000046, 0.9999999678374477, 3.216255233469035e-08
NODE_0000845, 0.9999999994628982, 5.371018121275483e-10
NODE_0000849, 0.9999958981325581, 4.101867441912894e-06
EPI_ISL_80194|282895|A/Silver_Spring/WRAIRSP510P2/2009|MDCK2|2009-06-18, 1.0, 0.0
EPI_ISL_80196|282911|A/Silver_Spring/WRAIRSP510P3/2009|MDCK3|2009-06-18, 1.0, 0.0
NODE_0000852, 0.9999982111563022, 1.7888436979657429e-06
EPI_ISL_80198|282927|A/San_Diego/WR1625P/2009|MDCK2|2009-06-12, 1.0, 0.0
EPI_ISL_80197|282919|A/San_Diego/WR1624P/2009|MDCK2|2009-06-13, 1.0, 0.0
NODE_0000870, 0.9999944428431903, 5.5571568097308355e-06
EPI_ISL_87622|308429|A/Chicago/WRAIR1690P/2009|MDCK2|2009-10-14, 0.9999999999999999, 0.0
NODE_0000871, 0.9999999999788567, 2.1143258980748882e-11
EPI_ISL_75134|258630|A/District_of_Columbia/INS114/2009|P0|2009-11-04, 1.0, 0.0
EPI_ISL_71282|246812|A/New_York/6607/2009|P0|2009-11-24, 1.0, 0.0
EPI_ISL_74120|254738|A/California/VRDL84/2009|P0|2009-10-09, 1.0, 0.0
NODE_0000576, 0.9999999202022942, 7.97977057310903e-08
EPI_ISL_70779|245572|A/San_Diego/INS35/2009||2009-10-26, 1.0, 0.0
NODE_0000201, 0.9999999816393383, 1.8360661480268855e-08
EPI_ISL_76712|270415|A/California/VRDL107/2009|P0|2009-11-15, 1.0, 0.0
NODE_0000203, 0.9999999841937266, 1.5806273345480804e-08
EPI_ISL_76905|271459|A/Pensacola/INS213/2009|P0|2009-11-17, 0.9999999999999999, 0.0
NODE_0000205, 0.9999999964428234, 3.5571765974763258e-09
NODE_0000874, 0.9999999933131666, 6.686833404936831e-09
EPI_ISL_76720|270479|A/California/VRDL115/2009|P0|2009-12-04, 1.0, 0.0
EPI_ISL_71959|250026|A/Maryland/04/2010|C1|2010-02-08, 0.9999999999999999, 0.0
NODE_0000207, 0.9999999997865966, 2.1340339721797662e-10
EPI_ISL_74146|254946|A/New_York/6939/2009|P0|2009-12-11, 1.0, 0.0
NODE_0000208, 0.9999999999801372, 1.9862677107873684e-11
EPI_ISL_75122|258534|A/California/VRDL87/2009|P0|2009-10-09, 0.9999999999999999, 0.0
NODE_0000209, 0.9999999996439902, 3.5600976754174314e-10
EPI_ISL_71494|247705|A/New_York/5447/2009||2009-10-23, 1.0, 0.0
EPI_ISL_75116|258486|A/California/VRDL101/2009|P0|2009-11-05, 1.0, 0.0
NODE_0000155, 0.9999996781180793, 3.21881920737941e-07
EPI_ISL_61296|212745|A/New_York/3577/2009||2009-05-19, 1.0, 0.0
NODE_0000157, 0.9999999925990226, 7.40097732020483e-09
NODE_0000863, 0.9999999978625127, 2.1374872750598335e-09
EPI_ISL_62677|218986|A/Wisconsin/629-D02263/2009|P0|2009-06-12, 0.9999999999999999, 0.0
EPI_ISL_62642|218706|A/Wisconsin/629-D00724/2009|P0|2009-06-01, 1.0, 0.0
NODE_0000159, 0.9999999987352481, 1.2647519089081557e-09
NODE_0000883, 0.9999998224789112, 1.775210888677589e-07
EPI_ISL_32026|221160|A/South_Carolina/13/2009|C2|2009-05-01, 0.9999999999999999, 0.0
NODE_0000192, 0.9999999999275974, 7.240275172158205e-11
NODE_0000193, 0.999999999999507, 4.93021627312635e-13
EPI_ISL_29958|178414|A/South_Carolina/09/2009|C1|2009-04-26, 1.0, 0.0
EPI_ISL_30698|181751|A/South_Carolina/10/2009|E2|2009-04-26, 1.0, 0.0
NODE_0000194, 0.9999999999950671, 4.9329197842440065e-12
EPI_ISL_30706|194197|A/Missouri/01/2009|C1|2009-04-27, 0.9999999999999999, 0.0
NODE_0000195, 0.9999999999827373, 1.726271588042456e-11
EPI_ISL_30719|181820|A/South_Dakota/05/2009|C1|2009-04-30, 1.0, 0.0
NODE_0000197, 0.9999999997224194, 2.7758054714876515e-10
EPI_ISL_61312|212873|A/New_York/3709/2009||2009-05-28, 1.0, 0.0
NODE_0000198, 0.9999999999995034, 4.96534621064603e-13
EPI_ISL_30712|181800|A/Missouri/03/2009|C1|2009-05-04, 1.0, 0.0
EPI_ISL_31171|194158|A/Idaho/03/2009|C1|2009-05-05, 1.0, 0.0
NODE_0000584, 0.9999999359278273, 6.407217262991054e-08
EPI_ISL_60800|211429|A/Illinois/10/2009|C4|2009-07-31, 1.0, 0.0
NODE_0000585, 0.9999999291039248, 7.08960751248167e-08
EPI_ISL_32016|185390|A/California/19/2009|C1|2009-04-30, 0.9999999999999999, 0.0
NODE_0000586, 0.9999999351340646, 6.486593528312125e-08
NODE_0000887, 1.0, 5.343500821772616e-19
EPI_ISL_63950|224136|A/Houston/10H/2009|harvest-Rh1|2009-05-13, 1.0, 0.0
EPI_ISL_63949|224128|A/Houston/10OS/2009||2009-05-13, 1.0, 0.0
EPI_ISL_62455|217455|A/Houston/1OS/2009||2009-05-13, 1.0, 0.0
NODE_0000211, 0.999999999834989, 1.650110250799216e-10
NODE_0000213, 0.9999999999811021, 1.8897963623096147e-11
NODE_0000214, 0.999999999999508, 4.921055340974846e-13
EPI_ISL_63946|224104|A/Houston/7OS/2009||2009-05-21, 1.0, 0.0
EPI_ISL_62457|217471|A/Houston/9OS/2009||2009-05-21, 1.0, 0.0
NODE_0000217, 0.999999999999508, 4.921055340974846e-13
EPI_ISL_63948|224120|A/Houston/9H/2009|harvest-Rh1|2009-05-21, 1.0, 0.0
EPI_ISL_63947|224112|A/Houston/7H/2009|harvest-Rh1|2009-05-21, 1.0, 0.0
NODE_0000220, 0.9999999999907375, 9.262398907592469e-12
NODE_0000221, 0.999999999996516, 3.4840498593927552e-12
NODE_0000222, 0.9999999999995081, 4.918416216081602e-13
EPI_ISL_63941|224064|A/Houston/3H/2009|harvest-Rh1|2009-05-18, 1.0, 0.0
EPI_ISL_63943|224080|A/Houston/5H/2009|harvest-Rh1|2009-05-19, 1.0, 0.0
NODE_0000228, 0.9999999999995081, 4.918416216081602e-13
EPI_ISL_63945|224096|A/Houston/6H/2009|harvest-Rh1|2009-05-20, 1.0, 0.0
EPI_ISL_62456|217463|A/Houston/2H/2009|harvest-Rh1|2009-05-18, 1.0, 0.0
