#name, A, B
NODE_0000000, 0.9999961342588686, 3.865741131490053e-06
NODE_0010898, 0.9999999640145141, 3.598548596736532e-08
EPI_ISL_30713|181803|A/Missouri/02/2009|C1|2009-05-01, 1.0, 0.0
NODE_0000025, 0.9999999846059728, 1.539402726861277e-08
NODE_0000002, 0.9999994446909136, 5.553090864872253e-07
EPI_ISL_31165|183139|A/Florida/09/2009|C1|2009-05-01, 1.0, 0.0
EPI_ISL_31575|184373|A/Oklahoma/03/2009|C2|2009-05-01, 1.0, 0.0
NODE_0000844, 0.9999999999973324, 2.667725675637747e-12
EPI_ISL_31564|184340|A/Delaware/07/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_31563|184337|A/Delaware/06/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30173|179422|A/New_York/3099/2009||2009-04-29, 1.0, 0.0
NODE_0000045, 0.9999999994552085, 5.447913996400884e-10
EPI_ISL_30105|179150|A/New_Jersey/02/2009|C1|2009-04-01, 0.9999999999999999, 0.0
NODE_0000005, 0.9999999994781036, 5.218963778215196e-10
NODE_0000007, 0.9999999999979015, 2.0986127262742245e-12
EPI_ISL_30498|180599|A/Delaware/05/2009|E2|2009-04-28, 0.9999999999999999, 0.0
EPI_ISL_30726|181833|A/Delaware/08/2009|C1|2009-04-28, 0.9999999999999999, 0.0
NODE_0000008, 0.9999999999907524, 9.247546864694677e-12
NODE_0000009, 0.9999999999965342, 3.4657952626874935e-12
NODE_0000011, 0.9999999999995107, 4.892646189735676e-13
EPI_ISL_30061|178984|A/New_York/1682/2009||2009-04-27, 1.0, 0.0
EPI_ISL_30134|179251|A/Delaware/04/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000014, 0.9999999999995107, 4.892646189735676e-13
EPI_ISL_30686|181677|A/New_York/3183/2009||2009-04-28, 1.0, 0.0
EPI_ISL_30099|179121|A/Delaware/03/2009|E1|2009-04-28, 1.0, 0.0
NODE_0000018, 0.9999999999965338, 3.4661971423962637e-12
NODE_0000019, 0.9999999999995107, 4.892646258435111e-13
EPI_ISL_30103|179144|A/New_Hampshire/02/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30136|179510|A/District_of_Columbia/03/2009|C1|2009-04-27, 1.0, 0.0
NODE_0000021, 0.9999999999961919, 3.8080555473368965e-12
