#name, A, B
NODE_0000000, 0.9999960242846921, 3.9757153079037685e-06
NODE_0000386, 0.9999999653558318, 3.464416812562283e-08
EPI_ISL_30713|181803|A/Missouri/02/2009|C1|2009-05-01, 0.9999999999999999, 0.0
NODE_0000024, 0.9999999855364877, 1.4463512319217806e-08
NODE_0000002, 0.9999994800220613, 5.199779387269525e-07
EPI_ISL_31165|183139|A/Florida/09/2009|C1|2009-05-01, 1.0, 0.0
EPI_ISL_31575|184373|A/Oklahoma/03/2009|C2|2009-05-01, 1.0, 0.0
NODE_0000389, 0.9999999999976645, 2.3354764069430285e-12
EPI_ISL_31563|184337|A/Delaware/06/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_31564|184340|A/Delaware/07/2009|C1|2009-04-28, 1.0, 0.0
EPI_ISL_30173|179422|A/New_York/3099/2009||2009-04-29, 1.0, 0.0
NODE_0000044, 0.9999999994927469, 5.072531159635942e-10
EPI_ISL_30105|179150|A/New_Jersey/02/2009|C1|2009-04-01, 1.0, 0.0
NODE_0000005, 0.99999999948633, 5.13670002572625e-10
NODE_0000007, 0.9999999999979933, 2.00676139846551e-12
EPI_ISL_30498|180599|A/Delaware/05/2009|E2|2009-04-28, 1.0, 0.0
EPI_ISL_30726|181833|A/Delaware/08/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000008, 0.9999999999902738, 9.72628598078678e-12
NODE_0000009, 0.9999999999966326, 3.3673434186074586e-12
NODE_0000011, 0.999999999999546, 4.540132545299514e-13
EPI_ISL_30061|178984|A/New_York/1682/2009||2009-04-27, 1.0, 0.0
EPI_ISL_30134|179251|A/Delaware/04/2009|C1|2009-04-28, 1.0, 0.0
NODE_0000013, 0.999999999999546, 4.540132545299514e-13
EPI_ISL_30099|179121|A/Delaware/03/2009|E1|2009-04-28, 1.0, 0.0
EPI_ISL_30136|179510|A/District_of_Columbia/03/2009|C1|2009-04-27, 1.0, 0.0
NODE_0000014, 0.9999999999966324, 3.367718845205039e-12
NODE_0000016, 0.999999999999546, 4.5401326070049737e-13
EPI_ISL_30098|179118|A/Delaware/02/2009|E1|2009-04-28, 1.0, 0.0
