#name, A, B
NODE_0000001, 0.9999530191786655, 4.698082133451698e-05
NODE_0010898, 0.9999004446226115, 9.955537738839208e-05
EPI_ISL_78828|277817|A/Ft_Carson/WR1448P/2009|MDCK2|2009-10-13, 1.0, 0.0
NODE_0000715, 0.9999999246248782, 7.537512182452077e-08
EPI_ISL_78824|277785|A/South_Carolina/WR1326P/2009|MDCK2|2009-07-31, 1.0, 0.0
NODE_0000716, 0.9999999999999937, 6.427044486986505e-15
NODE_0000719, 0.9999970710045412, 2.9289954587927408e-06
EPI_ISL_78816|277721|A/California/WR1318P/2009|MDCK2|2009-08-10, 0.9999999999999999, 0.0
EPI_ISL_78814|277705|A/California/WR1316P/2009|MDCK2|2009-08-05, 1.0, 0.0
NODE_0000720, 0.9999963535098643, 3.6464901357644723e-06
EPI_ISL_78856|278041|A/South_Carolina/WRSP520/2009|MDCK2|2009-09-05, 1.0, 0.0
EPI_ISL_78810|277673|A/California/WR1312P/2009|MDCK2|2009-08-08, 1.0, 0.0
NODE_0000730, 0.9999980011018047, 1.9988981953954754e-06
EPI_ISL_78820|277753|A/California/WR1323P/2009|MDCK2|2009-06-08, 1.0, 0.0
EPI_ISL_78827|277809|A/Ft_Carson/WR1446P/2009|MDCK2|2009-10-15, 1.0, 0.0
NODE_0000724, 0.9999964744630468, 3.525536953290981e-06
EPI_ISL_78829|277825|A/Ft_Carson/WR1449P/2009|MDCK2|2009-10-23, 1.0, 0.0
NODE_0000725, 0.9999997041532298, 2.958467702119258e-07
EPI_ISL_78812|277689|A/California/WR1314P/2009|MDCK2|2009-08-05, 0.9999999999999999, 0.0
EPI_ISL_78813|277697|A/California/WR1315P/2009|MDCK2|2009-08-05, 0.9999999999999999, 0.0
NODE_0000010, 0.9999993005551054, 6.994448945684353e-07
EPI_ISL_78815|277713|A/California/WR1317P/2009|MDCK2|2009-08-10, 0.9999999999999999, 0.0
NODE_0000011, 0.9999999905589818, 9.441018339488905e-09
EPI_ISL_78811|277681|A/California/WR1313P/2009|MDCK2|2009-07-08, 0.9999999999999999, 0.0
NODE_0000013, 0.9999999915231579, 8.476842162688427e-09
EPI_ISL_78817|277729|A/California/WR1319P/2009|MDCK2|2009-07-08, 1.0, 0.0
NODE_0000015, 0.9999999906672398, 9.332760103452665e-09
EPI_ISL_78818|277737|A/California/WR1320P/2009|MDCK2|2009-08-07, 1.0, 0.0
NODE_0000016, 0.9999999831558397, 1.6844160310771147e-08
EPI_ISL_78819|277745|A/California/WR1321P/2009|MDCK2|2009-08-07, 0.9999999999999999, 0.0
NODE_0000017, 0.9999999999649782, 3.502178138228602e-11
EPI_ISL_78823|277777|A/South_Carolina/WR1325P/2009|MDCK2|2009-07-31, 0.9999999999999999, 0.0
EPI_ISL_78822|277769|A/South_Carolina/WR1324P/2009|MDCK2|2009-08-01, 0.9999999999999999, 0.0
NODE_0000713, 0.9999555638574578, 4.4436142542328404e-05
EPI_ISL_33950|190879|A/Silver_Spring/SP509/2009|MDCK2|2009-06-18, 1.0, 0.0
NODE_0000712, 0.9999665248453744, 3.347515462559684e-05
EPI_ISL_33940|190799|A/San_Antonio/PR923/2009|MDCK2|2009-04-23, 1.0, 0.0
NODE_0000710, 0.9999999983085787, 1.6914213488998615e-09
NODE_0000861, 0.9999999999999999, 1.4963852609787304e-17
NODE_0000904, 0.9999999999999788, 2.1168377335208962e-14
EPI_ISL_87598|308237|A/San_Diego/WRAIR1644P/2009|MDCK2|2009-06-03, 1.0, 0.0
EPI_ISL_87605|308293|A/San_Diego/WRAIR1654P/2009|MDCK2|2009-06-15, 1.0, 0.0
EPI_ISL_32020|221083|A/Illinois/03/2009|C2|2009-04-27, 1.0, 0.0
EPI_ISL_61538|214178|A/Wisconsin/629-D00244/2009|MDCK1|2009-05-02, 1.0, 0.0
NODE_0000954, 0.9999999999997823, 2.1763582285213477e-13
EPI_ISL_328761|1305759|A/Homo_sapiens/USA/10/2015||2015-05-05, 1.0, 0.0
NODE_0000957, 0.9999999854318983, 1.4568101642732087e-08
EPI_ISL_502734|1775496|A/USA/P10_HA/2018||2018-01-01, 1.0, 0.0
EPI_ISL_188970|617674|A/California/07-JRO10/2009|Egg_3+MDCK_2|2009-04-09, 0.9999999999999999, 0.0
NODE_0000962, 0.9999999709500408, 2.9049959248235253e-08
EPI_ISL_223466|768934|A/California/SWL7/2009|E6|2009-04-09, 0.9999999999999999, 0.0
NODE_0000655, 0.9999999785687376, 2.1431262367443517e-08
EPI_ISL_4070999|1902518|A/California/X179A/2009||2009-06-01, 1.0, 0.0
EPI_ISL_188969|617662|A/California/07-JRO09/2009|Egg_2+MDCK_2|2009-04-09, 1.0, 0.0
NODE_0000964, 0.9999999564171305, 4.358286960696393e-08
VDL|A/swine/USA/14020/2017|H1N1|HA|swine|2017-02-28, 0.0, 1.0
EPI_ISL_29618|178457|A/California/04/2009|C2|2009-04-01, 0.9999999999999999, 0.0
NODE_0000370, 0.9999987122733801, 1.2877266199572968e-06
EPI_ISL_31574|184369|A/Pennsylvania/09/2009|C1|2009-04-30, 0.9999999999999999, 0.0
VDL|A/swine/USA/12574/2012|Unsubtypable|HA|swine|2012-04-06, 0.0, 0.9999999999999999
NODE_0000371, 0.9999999992281523, 7.718476987173643e-10
NODE_0000373, 0.9999999138969617, 8.610303831098034e-08
EPI_ISL_31553|177294|A/California/07/2009|C1|2009-04-09, 1.0, 0.0
VDL|A/swine/USA/15102/2012|H1N2|HA|swine|2012-04-25, 0.0, 1.0
NODE_0000375, 0.9999999999960502, 3.949813724997897e-12
NODE_0000377, 0.9999999999994718, 5.281743352907146e-13
EPI_ISL_188968|617633|A/California/07-JRO03/2009|MDCK_4|2009-04-09, 1.0, 0.0
EPI_ISL_188981|617648|A/California/07-JRO08/2009|Egg_1+MDCK_2|2009-04-09, 1.0, 0.0
NODE_0000378, 0.9999999999994718, 5.281743352907146e-13
